description
'either they're not good enough or they don't care' - pundits react to man utd's derby display manchester united legends savage the club's performance in their 4-1 derby defeat by manchester city.
england bowler robinson ruled out of first test with back injury england seam bowler ollie robinson has been ruled out of the first test against west indies with a back injury.
who's got his club buzzing again? - garth's team of the week who is a candidate for manager of the season? who could play until he's 40? and who is back to their best? find out in garth crooks' latest team of the week.
joe perry beats judd trump to win title joe perry beats judd trump 9-5 to win the welsh open title for the first time at celtic manor resort in newport.
gb ski pairings win two more paralympic bronzes britain's menna fitzpatrick and neil simpson both win their second medals of the beijing winter paralympics with super combined bronze.
'man city prove a point to anyone who doubted them' - motd2 analysis motd2 pundit danny murphy feels manchester city played like they had a point to prove against manchester united and their second-half performance was an emphatic statement to anyone who doubted them.
how many coronavirus cases are there in my area? explore the data on coronavirus in the uk and find out how many cases there are in your area.
"what are the uk's 'living with covid' plans? all legal covid restrictions in england have ended, with wales and scotland also removing rules."
"five things we still need to keep an eye on the uk is moving to its ""living with covid"" phase, but the virus still needs to be watched closely."
"who will get a fourth dose? care workers in england won't need to be vaccinated, and some people will get a fourth covid jab."
what are the latest rules for face coverings and masks? rules around face coverings are easing across the uk but they are still required in some settings.
"how to look after yourself at home what can you expect if you have covid, and when should you get extra help?"
"coronavirus cases, deaths, vaccinations by country key maps and charts explaining how the virus has spread around the world."
"what are the self-isolation rules in england and the rest of the uk? people with covid in england are no longer legally required to self-isolate, although it is still recommended."
when will free covid tests end in england? the government is scrapping free covid tests for most people in england.
"what covid tests do i still need to travel abroad? from friday, fully vaccinated people travelling to the uk no longer have to take any covid tests."
how will the vulnerable be protected from covid? and other questions the government has announced the end of all covid restrictions in england.
oil price soars to highest level since 2008 consumers are feeling the impact of higher energy costs as fuel prices and household bills jump.
one dead after scottish trawler capsizes off norway seven crew members were rescued after the peterhead-registered njord got into difficulty in the north sea.
irish medical student 'blocking out dangers' in sumy a 19-year-old irish woman is among hundreds of international students taking cover in sumy.
northumberland shooting star caught on one-in-million photo the family were posing for a photo when a shooting star shot through the background.
one dead after scottish trawler capsizes off norway three crew members were airlifted to hospital after the peterhead-registered njord got into difficulty.
"military couple marry on the front line lesya and valeri, both civil defence volunteers, tied the knot at a check-point near kyiv."
oil and gas prices soar as shares plunge investors fear global economic shock as west considers ban on buying russian energy.
"pm to hold talks with world leaders on further sanctions boris johnson is to meet the canadian and dutch pms, as the uk's refugee policy comes under scrutiny."
one dead after scottish trawler capsizes off norway three crew members were airlifted to hospital after the peterhead-registered njord got into difficulty.
australian cricket legend died from natural causes - police thai police say there's no sign of foul play in the cricketer's death while on holiday on koh samui.
'phil foden sets the tempo' - how man city 'steamrollered' man utd match of the day 2's danny murphy and troy deeney analyse how the combination play between phil foden and kevin de bruyne helped manchester city beat manchester united 4-1.
bates stars as new zealand thrash bangladesh suzie bates hits 79 not out on her home ground to lead new zealand to a nine-wicket victory over bangladesh at the women's world cup.
"shares slide as oil and gas prices soar investors fear global economic shock, with rising petrol and energy bills causing more pain for households."
"pm to hold talks with world leaders on further sanctions boris johnson is to meet the canadian and dutch pms, as the uk's refugee policy comes under scrutiny."
one dead after scottish trawler capsizes off norway he was one of three crew members airlifted to hospital after they were found on the keel of the boat.
australian cricket legend died from natural causes - police thai police say there's no sign of foul play in the cricketer's death while on holiday on koh samui.
russian gymnast ivan kuliak investigated for wearing pro-war symbol on podium next to ukrainian russian gymnast ivan kuliak is being investigated after wearing a national war symbol on his leotard as he stood next to a ukrainian rival on the podium in qatar on saturday.
"a small ukrainian city becomes a waypoint for thousands on the move at the central train station in lviv, many thousands arrive after fleeing bombed out cities further east."
how many refugees have fled ukraine and where are they going? the eu says up to four million people may try to escape the war in ukraine.
irish medical student 'blocking out dangers' in sumy a 19-year-old irish woman living in sumy is making an attempt to leave the city amid russian attacks.
"india doctor stranded with a jaguar and panther girikumar patil, who bought two big cats, said he will not leave home without his pets."
arsenal survive scare to beat birmingham and extend wsl lead vivianne miedema becomes the first player to reach 100 women's super league goal contributions as leaders arsenal see off a late birmingham charge to win 4-2 at meadow park.
blue and yellow flowers as queen meets trudeau the queen returns to in-person meetings with what appears to be a subtle show of support for ukraine.
"petrol at fresh record as oil and gas prices soar investors fear a global economic shock, with rising fuel bills causing more pain for households."
open all hours actress dies aged 82 the actress played nurse gladys emmanuel opposite ronnie barker and sir david jason in the sitcom.
ed sheeran denies shape of you copyright claim at high court trial the pop singer is accused by two songwriters of copying parts of his 2017 hit shape of you.
grime artist guilty of assaulting former partner the grime artist was found guilty of assaulting his former partner in london last year.
"pm holds talks with canadian and dutch pms over more sanctions boris johnson calls for more support for ukraine, amid scrutiny of the uk's refugee policy."
one dead after trawler which sailed from peterhead capsizes off norway three crew were flown to hospital after being found on the keel of the boat which sailed from peterhead.
baby killed in suspected dog attack at ostler's plantation a man and woman are arrested on suspicion of a dangerous dogs offence after a three-month-old dies.
"scans reveal how covid may change the brain even after a mild infection, the overall size of the brain had shrunk, researchers found."
corrie mckeague would binge-drink after friend's death - inquest an inquest is being held after corrie mckeague vanished after a night out in suffolk.
"chaos and tears as thousands try to catch a train out of ukraine at the central train station in lviv, many thousands arrive after fleeing bombed out cities further east."
"ukraine says russian ceasefire offer ""immoral"" russia says it will offer civilians an evacuation route, but only to territory in russia and belarus."
how many refugees have fled ukraine and where are they going? the un says four million people may try to escape the war in ukraine.
five ways the ukraine war could push up prices prices for everyday items could go up at a time when the cost of living is already rising.
irish student makes fresh escape attempt a 19-year-old irish woman living in sumy is trying to leave the country amid russian attacks.
"what is it and will it find putin's loot? will the economic crime bill really tackle putin's money - or is it too little, too late?"
"doctors call on wales not to pick francis following head injury against england the decision to declare wales prop tomas francis fit to face france in the six nations in cardiff on friday has been described as a ""grave mistake""."
henderson back in ireland squad to face england but larmour out for rest of six nations iain henderson is back in ireland's squad for the six nations game against england but jordan larmour will miss the rest of the tournament.
"gray, hastings, young & thompson added to scotland squad jonny gray, adam hastings and two others join the scotland squad before saturday's six nations meeting with italy in rome."
"'if you have it, flaunt it' - west indies icon richards at 70 talks cricket style, friendship with lord botham and standing up to racism former west indies captain sir viv richards, one of the greatest batters of all time, speaks to bbc sport on his 70th birthday."
russian gymnast investigated for wearing pro-war symbol russian gymnast ivan kuliak is being investigated after wearing a national war symbol on his leotard as he stood next to a ukrainian rival on the podium in qatar on saturday.
"warne died from natural causes, thai police say thai police say there's no sign of foul play in the cricketer's death while on holiday on koh samui."
"'it's hell, it's really hell' - families flee bombs in irpin silent and weeping, a stream of civilians with backpacks try to outpace the russian shells."
volodymyr zelensky to address uk mps in commons the ukrainian president will speak via video link to british politicians on tuesday.
blue and yellow flowers as queen meets trudeau the queen returns to in-person meetings with what appears to be a subtle show of support for ukraine.
"petrol at fresh record as oil and gas prices soar investors fear a global economic shock, with rising fuel bills causing more pain for households."
"open all hours and come outside actress dies aged 82 the actress played nurse gladys emmanuel in the sitcom, and appeared in come outside and eastenders."
"boris johnson defends refugee response after visa criticism boris johnson says the uk will be ""very generous"" - but is facing calls to help more people fleeing."
grime artist guilty of assaulting former partner the grime artist was found guilty of assaulting his former partner in london last year.
ed sheeran denies shape of you copyright claim at high court trial the pop singer is accused by two songwriters of copying parts of his 2017 hit shape of you.
mcdonald's and coca-cola boycott calls grow over russia food and drink giants have been criticised on social media for failing to speak out on ukraine's invasion.
"pm calls for 'step-by-step' move from russian fuel meanwhile, the german chancellor says there is no alternative to russian supplies at the moment."
"seven people killed, including two children seven people are dead after tornadoes packing winds of up to 138 mph (222kph) tore through iowa."
your guide to understanding day 12 russia is still bombarding cities despite offering escape routes. here's your guide to day 12 of the war.
"why has 'z' become a russian pro-war symbol? in russia, the 'z' is fast becoming seen as a staunchly pro-war symbol - what does it mean?"
"chernobyl workers' 12-day ordeal under russian guard the nuclear power plant was seized on day one of russia's invasion, and workers have not left since."
"ukrainians on way to uk hit paperwork dead-end in calais ""no visa for at least another week,"" said misha, simply. ""no-one can help us in calais."""
how many refugees have fled ukraine and where are they going? the un says four million people may try to escape the war in ukraine.
"family separated by war in ukraine finally reunited rita and her children were trapped in ukraine when russia invaded. after spending a week in their basement, they've finally been reunited with rita's husband and their father andy."
'zelensky's comedy made me admire him more' the show where zelensky's character becomes the unlikely president of ukraine is airing in the uk.
irish student makes fresh escape attempt a 19-year-old irish woman living in sumy is trying to leave the country amid russian attacks.
"mercedes bullying led to masi's removal as f1 race director, says red bull's horner red bull team principal christian horner accuses rivals mercedes of ""bullying"" behaviour resulting in the removal of race director michael masi."
man utd players want manager clarity amid uncertainty manchester united's players are becoming increasingly concerned at the managerial void at old trafford as their season continues to unravel.
lynagh withdraws from england squad after positive covid-19 test louis lynagh withdraws from the england squad before saturday's six nations meeting with ireland following a positive test for covid-19.
how many coronavirus cases are there in my area? explore the data on coronavirus in the uk and find out how many cases there are in your area.
russia says it may cut gas supplies if oil ban goes ahead a top official says russia may close its gas lines to germany if the west halts oil imports.
volodymyr zelensky to address uk mps in commons the ukrainian president will speak via video link to british politicians on tuesday.
"300 ukrainians get visas via new scheme, says uk it is an increase on the 50 previously announced, and thousands more are being processed."
"warning uk faces biggest income squeeze in nearly 50 years the war in ukraine will lead to an even tighter squeeze on living standards this spring, a think tank says."
"government rescue of bulb energy set to cost taxpayers billions more a buyer hasn't been found for the ailing supplier, so the the taxpayer will have to keep funding it."
"amazon rainforest reaching tipping point, researchers say the world's largest rainforest is fast losing its ability to bounce back from human impacts, researchers say."
"crisis is unleashing 'hell on earth' for food prices the ukraine war could push millions closer to starvation, the boss of the world food programme says."
pm urged to ‘step up’ on women’s safety a survey for the bbc suggests 43% of women have experienced unwelcome touching in public.
"covid vaccines not linked to deaths, major us study finds the cdc says 92% of reported side effects after the pfizer and moderna vaccines are mild."
"five times russians have stood up for ukraine videos from social media show some russian citizens, at home and abroad, protesting the war in ukraine."
world bank approves $723m financial package the package of financial support for ukraine includes a $100m pledge from the uk.
mcdonald's and coca-cola boycott calls grow over russia food and drink giants have been criticised on social media for failing to speak out on ukraine's invasion.
"chaos, upheaval and exhaustion for ukraine's disabled children the bbc's fergal keane travels on a bus with disabled children fleeing the bombed city of kharkiv."
false claims the war is a hoax go viral false claims have been spreading that the ukraine war is a hoax and that actors have been involved in staging events.
putin's 'cynical' refugee offer and uk urged to help the growing humanitarian crisis in ukraine and soaring energy prices lead tuesday's front pages.
"live-streaming music from a kharkiv basement alex's house was destroyed by shelling, and he and his bandmates are sheltering in their basement studio."
i find ageism so old-fashioned designer and fashion icon vera wang speaks about ageism and her experience of going viral at 72.
"killing eve's sandra oh on celebrating pixar, puberty and periods the killing eve star reveals why she jumped at the chance to join pixar's latest film turning red."
documenting the war on tiktok valerisssh has posted videos online of her standing outside shelled buildings.
irish student makes fresh escape attempt a 19-year-old irish woman living in sumy is trying to leave the country amid russian attacks.
'counting bodies is the best place to start' many countries do not record femicide - the most extreme form of gender-based violence - so activists are doing it themselves.
why misogyny is at the heart of south korea's presidential elections disgruntled young men who resent feminism are the focus of candidates vying to be president.
i've cut out energy drinks now mum's given me a kidney elaine horne donated a kidney to her 23-year-old son luke after he almost died from kidney failure.
can tech help revive india's 'crumbling' health system? indian doctors hope big investment and smart tech will improve a fragmented healthcare sector.
small and big ways in which people in the uk are helping out bbc radio 4's today listeners share their ideas for ways to help ukrainians in their time of need.
"scotland's world cup play-off against ukraine postponed scotland and ukraine's world cup play-off semi-final, scheduled for 24 march, is postponed."
"eni aluko on working for the los angeles franchise with angel city fc kicking off their debut nwsl campaign this month, eni aluko tells bbc sport about moving to la and meeting the club's all-star backers."
zverev given suspended eight-week ban for striking umpire's chair world number three alexander zverev faces an eight-week ban from tennis if he repeats the behaviour which led to his expulsion from the mexican open.
"'i'm very energised to take this team forward' - root feels he is still right man to lead england joe root admits he thought ""long and hard"" about his future as england captain but believes he is the right man to ""take the team forward""."
"how chelsea 'changed the game' in women's football football focus visits women's super league champions chelsea to discover how their players, and their coach emma hayes, have changed women's football over the past few years."
russia says it may cut gas supplies if oil ban goes ahead a top official says russia may close its gas lines to germany if the west halts oil imports.
"uk can and will do more for refugees - minister the uk has granted visas to 300 refugees fleeing the war in ukraine so far, the home office says."
"vaccines not linked to deaths, says study, and brain changes after virus five things you need to know about the coronavirus pandemic this tuesday morning."
do liquid diets work and are they safe? what do experts make of the diet shane warne was on?
"fury's future plans, aj's new coach and khan's rematch ambition - fight talk will tyson fury hang up his gloves after facing dillian whyte? plus anthony joshua announces new trainer and amir khan reportedly wants a rematch with kell brook. it's fight talk."
healy helps australia beat pakistan at world cup alyssa healy helps australia secure a comfortable seven-wicket win against pakistan at the women's world cup.
"west hits russia with oil bans and gas curbs the us bans russian oil, targeting the russian economy's ""main artery"" over its invasion of ukraine."
troops dig in near kyiv ukrainians are determined to defend their capital city as russian troops prepare for an assault.
"ros atkins on… the uk’s refugee response ros atkins looks at the uk's response to refugees fleeing ukraine, and its family visa scheme."
"mcdonald’s, coca-cola and starbucks halt russian sales western companies are turning their backs on russia amid sanctions and violence in ukraine."
"warning oil sanctions will further hit uk living costs plans to ban or curb russian oil and gas imports will further hit uk living standards, analysts say."
"volodymyr zelensky invokes winston churchill as he appeals to mps ukrainian president calls for russia to be recognised as a ""terrorist state"" in a speech to the commons."
ministers can now detain russian planes in uk flights linked to russia are also criminalised in measures targeting figures close to the kremlin.
"ukrainian actor pasha lee killed in russian bombardment pasha lee, 33, had signed up to defend his country at the start of the war."
almost two million pupils regularly missing school the number of children missing at least half of school is also greater than previously thought.
"stool tests might help spot early pancreatic cancer detectable changes involving gut microbes ""could provide"" a warning sign that a tumour is present."
online safety bill tweaked to target scam ads social media sites may soon be legally required to stop scam adverts under new online safety laws.
prince andrew pays settlement ending sex assault case a us judge has signed off court papers concluding the court case brought by virginia giuffre.
vamps star tells of liposuction body-image pressure james brittain-mcvey tells mps he wishes he had talked to friends about worries over how he looked.
"life in occupied ukraine ukrainian cities are now occupied by russian troops, and residents are not making them feel welcome."
how reliant is the world on russia for oil and gas? russia says it may cut off gas supplies if countries decided to ban russian oil.
"family escapes kharkiv to poland to treat daughter's cancer after four days on the run, three-year-old polina and her mother have made it out of ukraine."
are arms shipments from the west making a difference? russian has struggled to gain air supremacy as ukrainian forces make use of missiles supplied by the west.
mother of russian soldier asks 'whose door should i knock on to get my child back?' families of russian soldiers in ukraine tell the bbc the men had no idea what they were getting into.
the ukrainians i met are not about to give up the presenter reflects on the indomitable locals he met in kyiv - convinced they would defeat the russians.
zelensky channels churchill and us-uk oil ban the ukrainian president's address to the commons and a ban on russian oil imports dominate the papers.
ukrainian president zelensky's message to uk president zelensky makes an historic address in the house of commons about the invasion by russia.
"from tv star to wartime leader ukrainian president volodymyr zelensky, a comedian who had no experience of politics when elected, has emerged as a convincing war leader."
"drone boss henri seydoux shares his advice henri seydoux, founder and ceo of french drone specialists parrot, shares his business advice."
frozen stars send messages of support to girl singing let it go the child was filmed singing the track from the disney film while sheltering in a ukraine basement.
travel curfew halts irish student's escape attempt a 19-year-old irish woman living in sumy is observing a travel curfew as she tries to leave ukraine.
trauma surgeon teaches medics over zoom more than 535 doctors from ukraine joined a call to be taught how to treat injured people.
president zelensky posts video from office in kyiv the ukrainian president reveals his location in kyiv in a new video shared on social media.
does the home office need to get a grip? there's frustration and fury among mps at the home office's response to those fleeing the war.
private military firms see demand in ukraine war private military contractors see surging demand in ukraine - but could the work turn mercenary?
is internet on verge of break-up? the global internet is under threat as the conflict in ukraine continues.
is the uk doing enough to help refugees? how is the government helping ukrainian refugees in the uk and in countries neighbouring ukraine?
"zimbabwe clinics struggle for nurses after exodus to the uk with large numbers of nurses emigrating, patient care is suffering as there are not enough staff."
what is going on with the partygate probe? stories about covid rule breaking in no 10 have gone away but police activities are continuing.
sloppy england shocked by windies at world cup england engineer their own downfall in a damaging seven-run defeat by west indies at the women's world cup in dunedin.
"liverpool deserve quarter-final spot despite 'slapstick' finishing in loss to inter, says klopp liverpool's seven-match winning run in the champions league is ended by inter milan, but jurgen klopp's side progress to the quarter-finals with a 2-1 aggregate win."
bairstow ton rescues england against west indies jonny bairstow's hundred rescues england after another batting collapse on day one of the first test against west indies in antigua.
lewandowski scores earliest champions league hat-trick as bayern hit seven robert lewandowski scores the earliest ever champions league hat-trick as bayern munich thrash red bull salzburg 6-2 on aggregate to reach the quarter-finals.
andy murray pledges to donate prize money to help children in ukraine andy murray pledges to donate his earnings from prize money for the rest of the year to help children affected by russia's invasion of ukraine.
wales' play-off with austria to go ahead in march wales' world cup play-off semi-final against austria later this month will be played as scheduled.
deandra dottin takes sensational catch against england to dismiss winfield-hill west indies' deandra dottin takes a sensational catch to dismiss england's lauren winfield-hill at the women's world cup.
"russia could launch chemical attack in ukraine - white house false claims about chemical weapon development are a russian ploy to justify more attacks, says jen psaki."
ukraine ambassador calls for uk to end 'bureaucratic red tape' for refugees vadym prystaiko says most people fleeing russia's invasion are women with children and not a threat.
oil prices plunge as uae supports supply boost the move could ease a supply crunch as the west and allies shun russian oil.
"the era of complacency is over, says liz truss the foreign secretary will use a speech in washington to argue for stronger action against russia."
"private militias recruiting former soldiers private militias are ""scouring"" social media to recruit former soldiers, veterans say."
imf approves $1.4bn emergency funds for ukraine the country is expected to see a deep recession this year due to the impact of the russian invasion.
"use russian money to rebuild ukraine, says bank chief in bbc interview ukraine central bank boss proposes long list of extra financial sanctions on russia"
"chancellor faces tough calls over households' income hit, says ifs the chancellor must decide whether to borrow more or allow household budgets to be squeezed further, the ifs says."
faulty drainage work blamed for fatal stonehaven derailment three people died when the train hit a landslide in heavy rain in aberdeenshire in 2020.
"toddler tossed to safety from burning building a brave father threw his son, 3, from the window of a burning building down to first responders."
"us border patrol finds dozens of snakes and reptiles in man's outfit the snakes and horned lizards were ""concealed in the man's jacket, pants pockets and groin area""."
djokovic pulls out of us events over covid rules novak djokovic withdraws from indian wells and the miami open - the first two masters series events of the year - because of us coronavirus rules.
karim benzema hat-trick inspires superb real fightback karim benzema scores a superb second-half hat-trick as real madrid produce a stirring fightback at a raucous bernabeu to reach the champions league quarter-finals at the expense of paris st-germain.
"the russians using emojis to evade censors amid a protest crackdown, young people are still risking freedom to oppose the conflict in ukraine."
children of the soviet era running from russia a veteran of the soviet-afghan war is among many older ukrainians now seeking refuge abroad.
ros atkins on... food price rises and the ukraine war ros atkins looks at why global food price rises appear inevitable as a consequence of russia invading ukraine.
uk home office is in crisis mode over visas the department is trying to convince an increasingly sceptical nation it has control of the situation.
your guide to understanding day 14 a hospital is attacked as civilians try to escape. here is your guide to the 14th day of fighting.
'barbaric' children's hospital bombing 'a new low' a picture of a pregnant woman being carried from the wreckage in mariupol dominates the papers.
dolly parton partners with james patterson for first novel dolly parton has written her first novel with the help of best-selling author james patterson.
encanto director invites glasses 'hero' schoolgirl lowri to baftas the 12-year-old wrote to disney three years ago asking them to create a lead female character with glasses.
underwater robots find shackleton's lost ship video captured by underwater robots of the shipwreck shows endurance to be in remarkable condition.
"halifax acapulco club sells off sticky carpet the boss of halifax's acapulco club says its ""crazy"" floor covering holds years of memories."
"the capitol riot trial that tore a family apart guy reffitt was convicted of taking part in the 6 january riots, in part due to testimony from his own son."
fact-checking pm's claim about refugees the pm claimed the uk had done more to resettle vulnerable people than any other european country.
"israel's bennett plays peacemaker in ukraine-russia war prime minister naftali bennett is an unlikely mediator between kyiv and moscow, tom bateman says."
'i chose to have my leg amputated after years of pain' musician shona chose to have her leg amputated after years of pain - now she's a paralympian.
drought robs amazon communities of 'life-giving' river low water levels mean riverside communities lose much of their income and their mode of transport.
"i call my remaining one home alone kevin azeem ahmad, who donated one of his kidneys to a stranger, says, years on, he still has no regrets."
"the marvellous neil baldwin is back to make us feel better baldwin was played by toby jones in the bafta-winning bbc film marvellous, which is now on stage."
tourists bowlers blunted on attritional second day in antigua a mixed showing from england's bowlers allows west indies to edge an attritional second day of the first test in antigua.
'it's a team award' - woods gives emotional speech in hall of fame induction an emotional tiger woods chokes back the tears as he is inducted into the world golf hall of fame on wednesday after a moving speech by his 14-year-old daughter sam.
women share stories of running in public and their safety concerns is it too dark? should i wear something different? bbc sport looks at the reality of being a woman out running and what is done to make it safer.
mazepin & father added to list of wealthy russians sanctioned by eu ex-haas driver nikita mazepin and his father dmitry are added to a list of russians sanctioned over the invasion of ukraine.
"man city comfortably into champions league last eight with draw manchester city manager pep guardiola says he has learned to ""enjoy the moment"" as his side cruise into the quarter-finals of the champions league with a 0-0 draw against sporting lisbon."
"'a crazy experience' - liverpool's harvey elliott on injury, recovery and champions league history motdx meets liverpool midfielder harvey elliott to discuss his family's role in his recovery from serious injury and their pride in his place in champions league history"
on the front line of the battle for kharkiv quentin sommerville and cameraman darren conway are with ukrainian forces fighting to stop the russian advance on the country's second city.
"large russian convoy redeploys near kyiv - satellite images the convoy has now largely dispersed, with artillery set up in firing positions, a us company says."
"people can welcome refugees into own homes - pm details of a sponsorship visa scheme to host ukrainians will be revealed on monday, boris johnson says."
growing numbers of firms pull back from russia reputational risk and practical difficulties are making it harder to do business in the country.
twitter blocks russian claims on hospital attack posts from the russian embassy in the uk claiming the bombing of a maternity hospital was faked have been taken down.
"facebook to allow calls for violence against putin meta, the owner of facebook and instagram, will temporarily make allowances for some violent speech."
"jussie smollett sentenced to 150 days in jail in attack hoax case a chicago judge told jussie smollett that he has ""turned his life upside down"" with the hoax."
"n korea tested long-range missiles, says us the us says the two recent tests were a 'serious escalation' and vows to further sanction n korea."
roman abramovich sanctioned by uk chelsea fc owner roman abramovich one of seven oligarchs sanctioned by the uk government.
fans chant abramovich's name at chelsea win chelsea beat bottom club norwich as mason mount scores one and makes another on the day his club's long-term future is thrown into uncertainty.
"covid deaths probably three times higher than records say official records say six million have died, but the true figure may be over 18 million, say researchers."
uk covid inquiry draft terms of reference set out the probe will look at areas including preparedness and the public health response to the pandemic.
"covid pandemic fuels deepening education inequalities in england, say mps a report says school closures damaged learning in england, with big regional differences."
"our correspondent on the front line, with ukraine’s troops the bbc spent a week with ukrainian forces in kharkiv as they fight to stop a further russian advance."
"images reveal scale of destruction in mariupol photos and satellite images show the devastation caused to the southern ukrainian city, which is encircled by russian troops."
"'i have 20 children here, please send help' tens of thousands of children in ukrainian state care are in desperate need to get out of the country."
"what is a war crime, and could putin be prosecuted over ukraine? if russia has carried out war crimes in ukraine, how could putin or senior officers be brought to justice?"
a family's 'torturous' uk visa chase luke morgan has spent the last fortnight helping his wife's family get to the uk from ukraine.
what sanctions are being imposed on russia? western nations have imposed severe sanctions on russia over its invasion of ukraine.
what happened on day 15 of russia's invasion on the frontline in the battle for kharkiv - and ukrainians rescue their grandmothers from russian shelling.
column of russian tanks ambushed by ukrainian forces drone footage appears to show russian tanks under attack on the outskirts of kyiv.
disposal experts defuse unexploded bomb in ukraine an unexploded 500kg (1102lb) bomb was discovered in chernihiv in northern ukraine.
what do russian owner's sanctions mean for chelsea? what do sanctions imposed on roman abramovich mean for chelsea and the club's supporters? bbc sport answers some of the key questions.
"what is a thermobaric or vacuum bomb? what is a thermobaric or vacuum bomb, and why is russia using them in the war in ukraine?"
"'roman empire falls' and 'hotline to host refugees' claims the chelsea owner has ""blood on his hands"" and a plea to host refugees feature in the papers."
who helped dolly write a novel? how closely have you been paying attention to what's been going on during the past seven days?
'i just don't think we're being listened to' the bbc spoke to four black women about their experiences with pregnancy loss in the us healthcare system.
